City,Bathroom,Balcony,BHK,Area (Sqft),Floor Ratio,New Property,Resale,Furnished,Semi-Furnished,Freehold,Co-operative Society,Leasehold,Power Of Attorney,Age Less than 5 Years,Age 5 to 10 Years,Age 15 to 20 Years,New Construction,Age above 20 Years,Main Road,Garden/Park,Pool,Parking Spaces,Amount (Lac)
Bhopal,2,2,2,740,0.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,22
Bhopal,2,1,2,708,0.2,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,25
Bhopal,2,2,2,1341,0.0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,32
Bhopal,2,2,2,1050,0.57,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,25
Bhopal,2,1,2,780,0.5,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,22
Bhopal,2,2,2,900,0.12,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,28
Bhopal,2,2,3,1200,0.5,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,32
Bhopal,2,2,3,1050,0.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,25
Bhopal,2,2,2,712,0.33,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,20
Bhopal,2,2,2,610,0.67,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,21
Bhopal,2,1,2,650,0.2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,28
Bhopal,2,2,2,1200,0.33,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,32
Bhopal,2,1,3,1020,0.75,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,34
Bhopal,2,2,2,686,0.83,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,24
Bhopal,2,2,2,800,0.75,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,22
Bhopal,2,2,3,1000,1.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,25
Bhopal,1,1,2,684,0.83,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,21
Bhopal,2,2,2,850,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,24
Bhopal,2,1,2,936,0.75,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,25
Bhopal,2,2,2,650,0.25,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,25
Bhopal,2,2,2,800,0.83,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,34
Bhopal,2,2,3,1350,0.83,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,40
Bhopal,2,3,2,1255,0.5,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,35
Bhopal,2,2,2,750,0.67,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,32
Bhopal,2,2,2,700,0.33,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,24
Bhopal,2,2,3,910,0.5,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,32
Bhopal,2,1,3,1200,0.33,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,34
Bhopal,2,2,3,1325,0.67,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,32
Bhopal,3,1,3,1050,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,40
Bhopal,2,2,3,1000,0.17,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,32
Bhopal,2,2,3,1250,0.25,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,28
Bhopal,2,1,2,600,0.25,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,22
Bhopal,3,2,3,1000,0.83,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,25
Bhopal,3,2,3,1000,0.83,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,25
Bhopal,2,2,2,850,0.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,25
Bhopal,2,2,3,1350,0.83,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,38
Bhopal,3,2,3,1535,0.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,35
Bhopal,2,2,2,1000,0.83,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,25
Bhopal,2,2,2,800,0.5,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,21
Bhopal,2,2,2,880,1.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,32
Bhopal,2,2,3,1000,0.67,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,36
Bhopal,2,2,2,1059,0.38,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,35
Bhopal,1,2,2,650,0.25,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,23
Bhopal,2,2,2,895,0.83,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,23
Bhopal,2,2,3,1100,0.6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,40
Bhopal,2,1,2,640,0.17,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,25
Bhopal,2,1,2,767,0.17,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,27
Bhopal,2,2,2,740,0.67,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,26
Bhopal,2,2,2,1080,0.38,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,35
Bhopal,2,3,3,970,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,35
Bhopal,2,2,3,1228,1.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,31
Bhopal,2,2,2,1300,0.36,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,38
Bhopal,2,1,2,600,1.0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,20
Bhopal,2,2,2,850,0.8,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,25
Bhopal,2,1,2,750,0.67,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,28
Bhopal,2,2,2,980,0.33,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,32
Bhopal,2,1,2,750,0.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,19
Bhopal,2,1,2,661,0.67,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,25
Bhopal,2,2,2,784,0.33,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,28
Bhopal,3,3,3,1300,0.67,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,31
Bhopal,1,1,2,820,0.33,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,21
Bhopal,2,1,2,668,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,26
Bhopal,2,2,2,762,0.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,23
Bhopal,2,2,2,950,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,26
Bhopal,2,2,2,1055,0.5,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,27
Bhopal,2,3,2,934,0.17,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,26
Bhopal,2,3,2,690,0.75,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,25
Bhopal,2,1,2,940,0.5,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,35
Bhopal,2,2,2,925,0.4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,33
Bhopal,2,2,3,1250,0.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,35
Bhopal,2,2,2,1150,0.33,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,35
Bhopal,2,2,2,750,0.5,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,24
Bhopal,2,2,2,600,0.67,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,20
Bhopal,2,1,2,1000,0.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,28
Bhopal,2,2,2,562,0.67,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,25
Bhopal,2,1,2,758,0.8,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,28
Bhopal,2,2,2,900,1.0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,30
Bhopal,2,1,2,1000,0.33,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,25
Bhopal,2,2,2,900,0.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,22
Bhopal,2,2,3,1000,0.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,32
Bhopal,2,2,3,1000,0.83,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,27
Bhopal,2,2,3,1245,0.71,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,30
Bhopal,2,2,2,1005,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,27
Bhopal,2,2,2,750,0.5,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,30
Bhopal,2,1,3,1183,0.67,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,28
Bhopal,2,1,3,1000,0.83,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,25
Bhopal,2,1,3,1400,0.17,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,32
Bhopal,2,2,2,550,0.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,20
Bhopal,2,2,3,950,0.71,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,30
Bhopal,2,2,2,950,0.75,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,25
Bhopal,2,1,2,850,0.5,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,25
Bhopal,2,2,3,1127,0.67,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,32
Bhopal,2,2,3,1288,0.67,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,33
Bhopal,2,1,2,700,0.0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,23
Bhopal,2,2,2,940,0.29,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,25
Bhopal,2,2,2,1250,1.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,40
Bhopal,2,1,2,661,0.67,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,25
Bhopal,2,3,3,1150,0.33,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,35
Bhopal,3,1,3,970,0.14,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,37
Bhopal,2,2,2,830,1.0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,25
Bhopal,2,1,3,770,1.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,33
Bhopal,2,2,3,990,0.67,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,35
Bhopal,2,2,2,1000,0.14,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,28
Bhopal,2,1,2,1180,0.67,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,33
Bhopal,2,2,2,650,0.25,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,19
Bhopal,2,2,3,942,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,23
Bhopal,2,2,2,850,0.67,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,30
Bhopal,2,1,2,1330,0.91,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,31
Bhopal,2,2,2,850,0.5,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,20
Bhopal,3,2,4,450,1.0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,35
Bhopal,2,2,3,1380,0.4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,34
Bhopal,2,2,3,800,0.17,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,24
Bhopal,2,2,3,1100,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,38
Bhopal,2,3,2,790,0.83,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,34
Bhopal,2,3,2,990,0.62,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,33
Bhopal,2,2,2,1150,1.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,35
Bhopal,2,2,3,1350,0.57,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,38
Bhopal,3,2,3,1200,1.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,27
Bhopal,2,2,2,934,0.17,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,27
Bhopal,2,1,3,1300,1.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,35
Bhopal,2,2,2,950,0.5,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,28
Bhopal,2,2,2,1440,0.86,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,33
Bhopal,1,1,2,600,0.75,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,22
Bhopal,2,1,3,920,0.57,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25
Bhopal,2,1,3,1050,0.5,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,34
Bhopal,2,2,2,750,1.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,20
Bhopal,2,2,2,900,0.17,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,25
Bhopal,2,1,2,650,1.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,27
Bhopal,2,2,2,800,0.83,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,22
Bhopal,2,2,3,1200,0.33,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,38
Bhopal,2,1,3,800,0.67,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,32
Bhopal,2,2,2,800,0.67,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,19
Bhopal,2,2,2,800,0.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,26
Bhopal,2,2,2,1250,0.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,40
Bhopal,3,2,3,1365,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,32
Bhopal,2,1,2,900,1.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,30
Bhopal,2,2,3,1250,0.29,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,38
Bhopal,2,2,3,1073,0.67,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,28
Bhopal,1,2,2,700,0.2,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,25
Bhopal,2,1,2,1341,0.33,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,32
Bhopal,2,2,3,1200,0.6,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,40
Bhopal,2,2,2,995,0.17,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,24
Bhopal,2,2,2,900,0.83,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,23
Bhopal,2,1,2,725,0.0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,20
Bhopal,2,2,2,750,0.2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,20
Bhopal,2,2,2,900,0.4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,25
Bhopal,2,1,3,750,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,20
Bhopal,2,2,3,1200,1.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,35
Bhopal,2,2,3,1000,0.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,30
Bhopal,2,2,3,1400,0.57,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,32
Bhopal,2,2,3,1200,0.4,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,40
Bhopal,2,2,2,715,0.2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,19
Bhopal,2,2,3,1400,0.5,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,35
Bhopal,2,2,3,1000,0.75,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,30
Bhopal,2,1,2,918,0.8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,27
Bhopal,2,2,3,1200,0.33,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,38
Bhopal,2,2,2,750,0.17,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,25
Bhopal,1,1,1,500,0.33,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,21
Bhopal,2,2,2,800,0.25,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,24
Bhopal,2,2,2,900,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,35
Bhopal,2,2,2,1200,0.8,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,29
Bhopal,2,1,2,750,1.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,21
Bhopal,2,2,2,750,0.5,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,22
Bhopal,3,2,3,1150,0.83,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,32
Bhopal,2,2,2,850,0.25,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,27
Bhopal,2,2,3,1100,0.4,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,36
Bhopal,2,2,3,1500,0.8,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,37
Bhopal,2,2,3,1100,0.4,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,35
Bhopal,2,2,2,945,0.5,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,22
Bhopal,1,2,1,575,0.33,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,19
Bhopal,2,3,2,900,0.5,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,25
Bhopal,1,1,2,690,0.33,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,23
Bhopal,2,3,3,1198,0.2,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,29
Bhopal,3,2,3,800,1.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,24
Bhopal,2,2,2,1000,0.5,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,28
Bhopal,2,2,3,1246,0.17,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,39
Bhopal,2,1,3,950,0.5,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,30
Bhopal,3,2,3,1500,0.4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,35
Bhopal,2,1,2,923,0.5,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,22
Bhopal,2,2,3,1400,0.71,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,34
Bhopal,2,2,3,1170,1.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,40
Bhopal,2,2,2,950,0.25,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,26
Bhopal,2,2,2,1010,0.17,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,25
Bhopal,2,3,2,1205,0.67,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,38
Bhopal,2,2,3,1350,0.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,39
Bhopal,2,2,3,800,0.5,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,26
Bhopal,2,2,3,1040,0.71,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,28
Bhopal,2,1,2,700,0.67,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,25
Bhopal,3,2,3,1250,0.57,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,40
Bhopal,2,2,3,1063,0.17,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,36
Bhopal,2,3,2,911,0.17,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,25
Bhopal,2,2,2,790,0.75,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,25
Bhopal,2,2,2,750,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,22
Bhopal,2,2,2,600,0.67,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,19
Bhopal,2,1,3,1100,0.83,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,28
Bhopal,2,2,2,750,0.67,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,25
Bhopal,2,2,3,850,1.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,25
Bhopal,2,3,3,1500,0.43,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,35
Bhopal,2,2,2,1100,0.6,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,30
Bhopal,2,2,2,720,0.33,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,24
Bhopal,2,2,2,936,0.67,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2,24
Bhopal,2,1,2,684,0.17,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,22
Bhopal,2,2,3,1060,0.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,38
Bhopal,2,1,2,1150,0.29,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,29
Bhopal,2,3,2,600,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,22
Bhopal,2,2,2,700,1.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,24
Bhopal,1,2,2,900,1.0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,22
Bhopal,2,1,2,968,0.5,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,25
Bhopal,2,2,3,1682,0.67,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,40
Bhopal,2,1,2,1341,0.83,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,32
Bhopal,2,2,2,900,0.83,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,25
Bhopal,3,2,3,1045,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,25
Bhopal,2,2,2,890,0.6,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,26
Bhopal,2,2,3,1000,1.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,33
Bhopal,2,2,2,800,0.5,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,32
Bhopal,2,2,2,1200,0.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,33
Bhopal,2,1,2,654,0.5,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,23
Bhopal,2,2,3,1050,1.0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,2,35
Bhopal,2,2,3,1350,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,35
Bhopal,2,2,3,1000,1.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,35
Bhopal,2,2,2,800,1.0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,27
Bhopal,3,1,3,1250,0.67,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,35
Bhopal,2,2,2,700,0.33,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,20
Bhopal,2,1,3,1200,0.33,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,25
Bhopal,2,2,3,900,0.67,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,23
Bhopal,2,2,2,1500,0.86,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,40
Bhopal,2,1,2,850,1.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,32
Bhopal,2,3,2,1255,0.5,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,35
Bhopal,2,2,3,1020,0.83,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,34
Bhopal,2,2,3,1200,1.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,33
Bhopal,2,2,2,850,0.67,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,25
Bhopal,2,2,3,1000,0.6,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,30
Bhopal,2,2,3,1250,0.67,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,38
Bhopal,3,2,3,1200,0.17,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,40
Bhopal,2,2,2,750,0.67,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,2,25
Bhopal,1,1,2,510,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,23
Bhopal,2,2,2,950,0.25,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,22
Bhopal,1,3,1,800,0.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,27
Bhopal,1,1,2,750,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,27
Bhopal,2,2,2,680,0.71,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,20
Bhopal,2,2,3,940,1.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,32
Bhopal,2,2,2,950,0.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,30
Bhopal,2,2,2,750,1.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,20
Bhopal,2,2,3,1460,0.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,35
Bhopal,2,1,3,750,1.0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,24
Bhopal,2,2,2,1000,1.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,25
Bhopal,2,1,2,600,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,19
Bhopal,2,1,2,950,0.5,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,22
Bhopal,2,2,2,850,1.0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,4,26
Bhopal,2,2,2,800,0.25,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,20
Bhopal,2,2,3,900,0.43,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,26
Bhopal,2,2,3,1200,0.67,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,40
Bhopal,2,2,2,884,0.25,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,27
Bhopal,2,2,2,600,0.0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,21
